Time,Year,quarter,Country,real_con_raw,real_inv_raw,real_exp_raw,real_imp_raw,real_gdp_raw,real_gdp_2016,tot_emp_raw,pop_quarterly,lab_prod,ConGDP,InvGDP,ExpGDP,ImpGDP,LPG,EmpSha,gdp,ID
2002.5,2002,Q3,Austria,139820156000,61778424000,112978692000,107799416000,261756352000,0.8257646814968365,3712501.17130255,6129116.520981462,1.199972576954131,0.5341614632526663,0.23601499458549913,0.43161776643341976,0.4118311367664537,0.0012509732234667161,0.6057155478434375,-17.423531850316355,2
2002.5,2002,Q3,Belgium,184992000000,71200000000,218196000000,206904000000,348620000000,0.8238024121894968,4219400,7733702.4498677645,1.1066031489966144,0.5306408123458206,0.20423383626871666,0.6258849176754059,0.5934943491480695,0.007717953521817153,0.5455860278245054,-17.619758781050322,3
2002.5,2002,Q3,Canada,720120907108.464,272535000000,504138000000,381065000000,1393198000000,0.7780466767245483,15390366.6666667,23635810.673505202,1.1076142217077525,0.5168833913833238,0.1956182825413186,0.3618566779452741,0.2735181933939038,-0.0018805717458505646,0.6511461307277556,-22.19533232754517,4
2002.5,2002,Q3,Finland,81364000000,37452000000,58172000000,51804000000,164808000000,0.8675475075011844,2371465.41533375,3915789.848218815,1.1638608006350892,0.49368962671714967,0.22724625018202999,0.35296830250958694,0.3143294014853648,-0.002688091269059673,0.6056161099688393,-13.245249249881564,5
2002.5,2002,Q3,France,1011132000000,417004000000,486056000000,460356000000,1887236000000,0.8602573429531535,25259873.8733588,45394333.672512904,1.1069594231365791,0.5357740102456714,0.22096017668166568,0.2575491353492621,0.24393133662138705,0.001603745079775164,0.5564543375741654,-13.974265704684651,6
2002.5,2002,Q3,Germany,1393628000000,467276000000,744064000000,647368000000,2410750127173.42,0.8438163182372322,35810000,64262883.807013325,1.1221250656214767,0.5780889459638916,0.193830125624789,0.30864418158194085,0.2685338445917796,0.007957921940627213,0.5572423439249995,-15.618368176276775,7
2002.5,2002,Q3,Hungary,10961180000000,4753324000000,10001504000000,10368496000000,19913792000000,0.799825525842378,3867944.55378362,7966125.13214775,1.1802288399615979,0.5504315802836547,0.23869507123505157,0.5022400555353796,0.5206690920543913,0.010601875671926107,0.4855490579948726,-20.017447415762202,8
2002.5,2002,Q3,Iceland,493663548036,175808000000,272452808824,278830406488,903909899992,0.6789655250000542,156609.332660629,206520.54156347626,1.2245094725827719,0.546142428620783,0.19449726128849343,0.3014158920334995,0.3084714599214676,0.008135289390473616,0.7583232712591618,-32.10344749999457,9
2002.5,2002,Q3,Ireland,69404151260,35747862772,137381718892,119640792352,154623703800,0.578172099881257,1851500,2917658.818736655,1.2846196234468907,0.4488584192095908,0.2311926431295329,0.8884906745585278,0.7737545370582437,0.02013476585172616,0.6345841357838058,-42.1827900118743,10
2002.5,2002,Q3,Italy,938174800000,341138800000,365063600000,369353600000,1588402000000,1.0133462457623117,22258572,44208522.43229357,1.049421984550294,0.5906406564585036,0.21476855355256416,0.22983073554427658,0.23253156316851778,-0.002111444920643023,0.5034905211792488,1.3346245762311693,11
2002.5,2002,Q3,Japan,272325696810437,122955208715210,47634357042540.9,61039139841185.1,465660510107678,0.8934440525745173,63233333.3333333,99386296.19230999,1.0879155415894628,0.5848159569027341,0.2640447408494617,0.10229417356332421,0.13108077347394262,0.0031039691971753024,0.6362379498575778,-10.655594742548269,12
2002.5,2002,Q3,Korea,528921600000000,307844000000000,287072800000000,321258400000000,933026400000000,0.6215908571568666,22295033.3333333,36891009.089339554,1.3595877893936879,0.5668881394995897,0.3299413607160526,0.30767918249687254,0.34431866022226165,0.015391383336123495,0.6043486986040706,-37.84091428431334,13
2002.5,2002,Q3,Luxembourg,11488652000,5666160000,46592412000,36746200000,32719084000,0.6970429977642033,192944.663319654,334219.41588341974,1.24037142553243,0.35113000107215714,0.1731759972253502,1.4240133372926944,1.1230815630413125,-0.015329482873459515,0.5772993852246924,-30.29570022357967,14
2002.5,2002,Q3,Netherlands,302896000000,121492000000,342228000000,307936000000,596440000000,0.8526393737437851,7832784.43694238,12132448.75724405,1.0993568798032356,0.5078398497753337,0.20369525853396822,0.5737844544296157,0.5162899872577292,0.0028362920905010496,0.6456062245690983,-14.736062625621493,15
2002.5,2002,Q3,New Zealand,89031900225.5242,33870826607.7581,48235025646.9635,39952004966.4005,161577683328.014,0.6924976752629033,1903000,2855664.3540179725,1.1188192641409342,0.5510160709804411,0.20962564823384644,0.2985252954087912,0.24726189993264808,0.01726631598903277,0.6663948434004311,-30.750232473709673,16
2002.5,2002,Q3,Norway,926185601976.23,486626343655.321,1035312175517.4,597640806276.25,2491992294758.01,0.7990547465390786,2277000.5528551,3270876.542191637,1.117902821401476,0.3716647133799301,0.1952760225940329,0.415455608628973,0.23982450007305708,-0.012660049862437784,0.696143838962936,-20.09452534609214,17
2002.5,2002,Q3,Portugal,109803840000,41428304000,43996456000,58418828000,170790076000,0.9842538472240694,5160062.86731592,7999678.359498112,1.119818409785149,0.6429169807266788,0.2425685670401599,0.2576054594647525,0.3420504830737355,-0.005538372983803764,0.6450337920385657,-1.574615277593061,18
2002.5,2002,Q3,Slovak Republic,28598148012,12050262840,24097420388,28604628876,45776486280,0.5834604894526109,2126622.27292401,4123053.03577955,1.31219932751413,0.624734450719401,0.263241323641409,0.5264148113204637,0.6248760269854421,0.019179282974941262,0.5157882410120217,-41.65395105473891,19
2002.5,2002,Q3,Spain,544948000000,243404000000,227908000000,239468000000,931416000000,0.8472717481479325,16857269.2767241,32248899.081249677,0.9832819261662132,0.5850747678803027,0.26132683999415945,0.24468980562927845,0.2571010160873337,-0.0014585361381631498,0.5227238683172705,-15.27282518520675,20
2002.5,2002,Q3,Sweden,1463996000000,703884000000,1192308000000,1029076000000,3325688000000,0.7465282953135354,4354233.33333333,6497315.831172703,1.1626579115619142,0.4402084621287385,0.21165064191229002,0.35851468929135866,0.30943251441506237,0.002274078967681133,0.6701587927190902,-25.347170468646464,21
2002.5,2002,Q3,Switzerland,291138034975.132,120325852459.613,273899247496.16,236966512345.184,516822433330.536,0.7711351987295489,3977300.56836358,5494924.757685542,1.0649513793007075,0.5633231380823855,0.23281855565789283,0.5299677990583403,0.45850663025231153,3.971735394346361e-4,0.7238134722046341,-22.886480127045104,22
2002.5,2002,Q3,United Kingdom,1050708000000,267604000000,378144000000,399676000000,1572296000000,0.8019970660186607,27935000,43714466.35081335,1.1532606240654697,0.6682634821941924,0.17019950441901524,0.24050433251754122,0.2541989549041656,0.0074795978400464605,0.6390333070937795,-19.800293398133928,23
2002.5,2002,Q3,United States,9119949000000,2772502000000,1294531000000,1964336000000,13538072000000,0.7703935541767936,136806666.666667,208665836.976331,1.1627800303627007,0.673651979395589,0.2047929719977852,0.09562151833732307,0.14509717484143975,0.001165570662525734,0.6556256100618187,-22.960644582320644,24
2002.75,2002,Q4,Australia,631130727319.857,262942768976.453,192192159128.33,165274765015.455,1141473253912.76,0.6826432080782332,9285798.95366999,14382192.2378682,1.1673887921325292,0.5529089053610824,0.23035385899330854,0.1683720213938703,0.14479074691318744,-0.0013426347438315986,0.6456455872714977,-31.73567919217668,1
2002.75,2002,Q4,Austria,141470784000,61128784000,112753492000,106942336000,262203944000,0.8271767032586638,3735417.24978978,6137984.94423069,1.1946502850958591,0.5395448361371712,0.23313449472750875,0.43002210523576256,0.40785937224498803,-0.004445209896396638,0.6085738697193827,-17.282329674133624,2
2002.75,2002,Q4,Belgium,185624000000,72568000000,218216000000,208824000000,349728000000,0.826420658626035,4219700,7739869.67502395,1.1100412815371907,0.5307667673163144,0.20749839875560436,0.623959191142831,0.5971040351358771,0.0031021080786195515,0.5451900583825972,-17.3579341373965,3
2002.75,2002,Q4,Canada,727484167499.16,273271000000,496911000000,380192000000,1400915000000,0.7823563198652098,15465800,23712187.1749605,1.1083171246918204,0.5192921536989468,0.1950660818108165,0.3547046037768173,0.2713883426189312,6.344086505975628e-4,0.6522300067001627,-21.764368013479018,4
2002.75,2002,Q4,Finland,82020000000,37140000000,60424000000,50884000000,166432000000,0.8760962257198505,2373843.35214643,3917933.40893311,1.1741520015259461,0.49281388194577963,0.22315420111517015,0.36305518169582773,0.30573447413958854,0.008803431140845258,0.605891704727276,-12.390377428014954,5
2002.75,2002,Q4,France,1016696000000,418932000000,484604000000,461036000000,1887784000000,0.8605071373741683,25279297.4681459,45463249.695982,1.106430062825874,0.5385658528729982,0.22191733800053395,0.2567052162747433,0.24422073711822964,-4.783255040789486e-4,0.556038066728434,-13.949286262583172,6
2002.75,2002,Q4,Germany,1402452000000,464668000000,756164000000,661800000000,2405590131182.04,0.8420102045423756,35713333.3333333,64272486.8009934,1.1227540552702164,0.5829970707898083,0.1931617501987652,0.3143361748114763,0.27510920976168535,5.603773132779188e-4,0.5556550728138515,-15.798979545762437,7
2002.75,2002,Q4,Hungary,11227252000000,4818372000000,9826428000000,10942252000000,20110752000000,0.8077363062487374,3875933.92384502,7961282.35881813,1.1894452105419475,0.558271117857751,0.2395918362475953,0.4886156420207459,0.5440995940877795,0.007778636939318184,0.4868479409666876,-19.22636937512626,8
2002.75,2002,Q4,Iceland,496859731340,177028000000,272804340600,270893411976,923260307856,0.6935004469369223,156453.489871384,207019.707074991,1.2519689414594948,0.5381577948409916,0.1917422405075502,0.2954793337033059,0.29340957222028763,0.022177131970931047,0.7557420116274735,-30.649955306307774,9
2002.75,2002,Q4,Ireland,69493094864,35399945888,132155139988,112659122952,155767182964,0.582447820441382,1858100,2933896.64516831,1.289522958712034,0.44613437530073863,0.2272618995503143,0.8484145214242137,0.7232532604639651,0.0038096888879425948,0.6333215599329354,-41.7552179558618,10
2002.75,2002,Q4,Italy,944520400000,350254800000,371470400000,384660800000,1594566400000,1.0172789225011833,22232814,44201832.3450574,1.0547152014179497,0.5923368258606226,0.21965519905599415,0.23296013261034473,0.24123222463486,0.005031257532819878,0.5029839900400882,1.7278922501183347,11
2002.75,2002,Q4,Japan,271648548549127,122304341185544,49286564196598.7,61999026522346.5,466837197302111,0.8957017148688005,63200000,99387247.5854033,1.0912398629716664,0.5818913962276472,0.26198499582370566,0.10557548644673057,0.1328065263021965,0.0030510205504496297,0.6358964709802668,-10.429828513119954,12
2002.75,2002,Q4,Korea,528259200000000,317053600000000,291468800000000,328948800000000,941438000000000,0.6271947432356106,22332733.3333333,36971970.2156364,1.3695291896152133,0.5611194789247937,0.3367758684055668,0.30959957001948085,0.3494110074163142,0.007285465790166803,0.6040449887598418,-37.280525676438934,13
2002.75,2002,Q4,Luxembourg,11472456000,5875712000,46013600000,36389468000,32637288000,0.6953004266994045,193509.07505222,334952.772657,1.233661790364531,0.3515137654819849,0.18003064470307706,1.4098475339004883,1.1149660474240384,-0.005424059446576605,0.5777204753888636,-30.46995733005955,14
2002.75,2002,Q4,Netherlands,304372000000,117100000000,343560000000,307504000000,597284000000,0.853845911922713,7817062.78020888,12150365.1618026,1.1031266912147948,0.5095934262427924,0.1960541383998232,0.5752037556673207,0.5148371628906852,0.0034232401481358254,0.6433603168391656,-14.615408807728702,15
2002.75,2002,Q4,New Zealand,90420375101.282,34953965425.6503,49577299748.4954,41393833229.1333,165258483694.491,0.7082730326290416,1918000,2869648.93068894,1.135357171811889,0.547145133368401,0.21151086857524828,0.29999851529648336,0.25047932368577813,0.01467338947853574,0.6683744410294573,-29.172696737095837,16
2002.75,2002,Q4,Norway,942007464900.742,484246651182.545,1039133267874.04,604743364999.241,2519331915971.97,0.8078211677457369,2265754.9804951,3275256.49980838,1.1357766563369127,0.37391161479304763,0.19221232744781877,0.4124638207796996,0.2400411637566732,0.015862246500751957,0.6917794012858715,-19.217883225426313,17
2002.75,2002,Q4,Portugal,109242480000,40504212000,44170376000,57714620000,169716884000,0.9780691005482139,5096709.45499096,8008553.34614267,1.1266139821737569,0.6436747919552895,0.23865752802767695,0.2602591737425488,0.34006410346303556,0.006050120307787607,0.6364082543629177,-2.1930899451786057,18
2002.75,2002,Q4,Slovak Republic,28910580540,11957554392,23779486828,28441929364,46085835600,0.587403411252135,2138561.40185737,4128058.22582841,1.3136917033172113,0.6273203070663212,0.2594626795049367,0.5159825468804129,0.6171512134630798,0.0011366625242542128,0.5180550478859121,-41.259658874786496,19
2002.75,2002,Q4,Spain,547956000000,246236000000,235748000000,249732000000,938412000000,0.8536357285283886,16997227.0677508,32374527.2367273,0.982510189539837,0.5839183642152914,0.26239647404338395,0.2512201463749398,0.266121916599532,-7.851661016007684e-4,0.5250185413817653,-14.636427147161136,20
2002.75,2002,Q4,Sweden,1485548000000,708776000000,1212124000000,1049276000000,3340400000000,0.7498307471011513,4362233.33333333,6506311.69288111,1.1656595577047,0.4447215902287151,0.2121829720991498,0.3628679200095797,0.31411687223087054,0.002578383614205751,0.6704617822269834,-25.016925289884874,21
2002.75,2002,Q4,Switzerland,290935469371.014,118838544754.743,270183961407.757,233382968152.742,514833300747.708,0.7681672738667025,4003576.87113933,5508113.74768336,1.0538900273522998,0.5651061595053769,0.23082917243727274,0.5247989223217703,0.4533175453370884,-0.010441038580358794,0.7268507976661124,-23.183272613329752,22
2002.75,2002,Q4,United Kingdom,1057204000000,281504000000,367404000000,396552000000,1586396000000,0.809189196909322,28110000,43784445.7427581,1.1563587494846905,0.6664187252111075,0.1774487580654515,0.23159665052105527,0.24997037309725945,0.0026828033336688518,0.6420088121053665,-19.0810803090678,23
2002.75,2002,Q4,United States,9172361000000,2771043000000,1273374000000,1996770000000,13559032000000,0.7715862977887011,136651666.666667,209236193.561383,1.165901226505087,0.6764760935736416,0.20436879269847583,0.09391334130637054,0.14726493749701305,0.00268065713350599,0.653097651705167,-22.841370221129885,24
2003,2003,Q1,Australia,634280885758.612,266810930460.818,192173023684.565,166015976364.379,1142446153105.66,0.6832250377653515,9385129.84360394,14428101.840186674,1.1560177705741008,0.5551954322174081,0.2335435501581507,0.1682118874155741,0.14531623736757848,-0.009788310431675459,0.6504757138228319,-31.67749622346485,1
2003,2003,Q1,Austria,141936216000,65530440000,113813428000,110216456000,263043288000,0.8298245879251887,3769622.76662312,6146548.613052255,1.1875995487967688,0.5395926164061635,0.24912416696981068,0.4326794607281521,0.4190050118290796,-0.005919410119436762,0.613290970906549,-17.017541207481134,2
2003,2003,Q1,Belgium,185128000000,72216000000,216756000000,207804000000,348292000000,0.8230273356270559,4203900,7747025.959362814,1.109638263782559,0.5315310142064704,0.20734326369827616,0.622339875736451,0.5966373043308488,-3.6313147986614497e-4,0.5426469489132533,-17.697266437294413,3
2003,2003,Q1,Canada,730835850382.853,275732000000,488837000000,383617000000,1408633000000,0.78666652146682,15579933.3333333,23778561.30049818,1.1062592402451248,0.518826302083547,0.19574438480427478,0.347029353990713,0.27233282196285336,-0.0018584909254913031,0.6552092507382643,-21.333347853317996,4
2003,2003,Q1,Finland,82800000000,37768000000,55748000000,53424000000,164924000000,0.8681581302310891,2374581.74107433,3919997.658075315,1.1631514942179484,0.5020494288278238,0.22900244961315516,0.3380223618151391,0.3239310227741263,-0.009413059582153726,0.6057610101329064,-13.184186976891088,5
2003,2003,Q1,France,1018544000000,420356000000,473896000000,460252000000,1890984000000,0.8619657909275396,25314055.4798702,45534062.3354876,1.1067837996231187,0.5386317388195775,0.22229484755027012,0.25060814898486716,0.2433928578983217,3.1965894146828875e-4,0.5559366808381896,-13.803420907246045,6
2003,2003,Q1,Germany,1394496000000,464980000000,735508000000,678484000000,2376694153630.31,0.8318959678511781,35616666.6666667,64270708.8760549,1.1122781665932624,0.5867376742059808,0.19564149610489878,0.30946682764231126,0.28547383724727116,-0.009374330527413703,0.554166389161086,-16.810403214882186,7
2003,2003,Q1,Hungary,11509536000000,4594416000000,10040620000000,10936576000000,20235292000000,0.8127383807400451,3888803.94651345,7955729.238392502,1.192850242209708,0.5687852688263654,0.2270496516679868,0.49619348215978304,0.5404703821422493,0.0028586160314957743,0.4888054671024983,-18.726161925995488,8
2003,2003,Q1,Iceland,508888742136,180824000000,292693956668,285626375224,938707204348,0.7051032739293085,155165.755974448,207341.9350056375,1.2834794348859222,0.5421165830824319,0.19263088550129467,0.31180538011455566,0.30427632162724066,0.024857233288118917,0.7483568433478213,-29.48967260706915,9
2003,2003,Q1,Ireland,70457788120,34848625704,129251961136,110751507300,153442058460,0.5737536675791413,1871800,2949153.4236613503,1.2609770120896477,0.45918171867048607,0.2271126055903669,0.8423502814887875,0.7217806409242823,-0.022385523621368676,0.6346906149345649,-42.62463324208588,10
2003,2003,Q1,Italy,942986400000,339628000000,364434800000,383613600000,1589800800000,1.0142386324053483,22164905,44226567.26278795,1.054784813994456,0.5931475188589664,0.21362927984436791,0.2292329957312891,0.24129664546652638,6.599912398477349e-5,0.5011672026974034,1.4238632405348284,11
2003,2003,Q1,Japan,272023651745297,121139012581374,49930205893193.8,62541092697512.2,466232501590786,0.89454150957938106,63106666.6666667,99375132.16474876,1.0914382050679394,0.5834506406506451,0.2598253278526218,0.10709293265233946,0.1341414261856947,1.8174196160514292e-4,0.6350347948422902,-10.545849042061894,12
2003,2003,Q1,Korea,523942000000000,320216800000000,293258000000000,333095600000000,934991600000000,0.6229000916570744,22220366.6666667,37037705.90805623,1.367029659450535,0.5603708097484512,0.34248093779666045,0.31364773758395265,0.35625517919091465,-0.0018267693096585583,0.5999390653899397,-37.70999083429256,13
2003,2003,Q1,Luxembourg,11608076000,5657984000,45894556000,36903624000,32330996000,0.6887752228192716,194401.769901925,335882.900740084,1.216472389895172,0.3590386142140502,0.1750018465252354,1.4195218730657106,1.1414317084447383,-0.014031625399962774,0.5787784060265657,-31.122477718072837,14
2003,2003,Q1,Netherlands,303412000000,118432000000,347652000000,312776000000,597408000000,0.8540231758257781,7809140.14882833,12164205.692415075,1.104475098327866,0.507880711339654,0.19824307675826236,0.5819339546842359,0.5235550913278697,0.0012216037214192147,0.6419769893974809,-14.597682417422186,15
2003,2003,Q1,New Zealand,92067478346.715,34822732371.6865,48642351045.4632,40753519278.9656,166289344167.585,0.7126911457399271,1926000,2884795.55516212,1.1376940441535666,0.5536583165180456,0.20941048595749134,0.29251634426101203,0.24507595169714871,0.002056155311044209,0.6676382998973951,-28.73088542600729,16
2003,2003,Q1,Norway,936702478458.543,496689529813.067,1019455969289.92,605060126835.093,2519338180504.84,0.8078231764617088,2264691.62847231,3281199.540742062,1.1363127687800356,0.37180497866738993,0.19715079684678832,0.4046522920895183,0.2401662990372525,4.7191140203012495e-4,0.6902023483643842,-19.217682353829126,17
2003,2003,Q1,Portugal,109042100000,39562576000,45126848000,56818324000,169821704000,0.9786731724631772,5106852.00219919,8013832.464975217,1.125070885784063,0.6420975495570342,0.23296536937351658,0.26573074546466685,0.3345763389584172,-0.0013706150920340249,0.6372546499466885,-2.13268275368228,18
2003,2003,Q1,Slovak Republic,28966458864,11697126296,25441836144,28297706264,46904075080,0.5978325736078931,2150296.6695628,4133519.36629917,1.3297191064089948,0.6175680644932142,0.24938400930088225,0.5424227234116904,0.603310186070937,0.01212645377402224,0.5202096516334959,-40.21674263921069,19
2003,2003,Q1,Spain,546724000000,253812000000,235100000000,247164000000,947672000000,0.8620591788318512,17185972.4310682,32516415.448519427,0.9813084193002553,0.5769126870900481,0.2678268430427405,0.24808161473590018,0.2608117576545471,-0.0012239118054885294,0.5285321950163092,-13.794082116814877,20
2003,2003,Q1,Sweden,1485968000000,722424000000,1245496000000,1082952000000,3380256000000,0.7587773565660247,4358600,6516728.122215897,1.1805509195499042,0.43960220764344476,0.2137187242623044,0.368462033644789,0.3203757348555849,0.012694139725888202,0.6688325672420312,-24.122264343397525,21
2003,2003,Q1,Switzerland,291031493870.549,118419259241.095,261706134391.214,239481957730.214,511273161697.88,0.7628552975347113,3985471.73138364,5521131.97783678,1.0513567297038495,0.5692289673568363,0.23161641977810474,0.5118714495439536,0.4684031466367639,-0.002406652676407396,0.7218577181966183,-23.714470246528872,22
2003,2003,Q1,United Kingdom,1064148000000,277864000000,389008000000,404824000000,1596824000000,0.8145083132871813,28099000,43864651.021749504,1.1644156057141815,0.6664153344388611,0.17401041066517037,0.24361357294229044,0.2535182336938824,0.0069432761347271305,0.6405841456727335,-18.54916867128187,23
2003,2003,Q1,United States,9215501000000,2791343000000,1274663000000,1986631000000,13634253000000,0.7758668019505,137444333.333333,209808340.62950325,1.1656079903137668,0.6759080237105766,0.2047301748031227,0.09348975701125686,0.14570882614544411,-2.515419546712938e-4,0.6550947065352537,-22.413319804950007,24
2003.25,2003,Q2,Australia,638607129069.709,270244314914.115,183591154395.861,167522951327.127,1146304752951.63,0.6855326231323446,9367204.78199377,14474011.44250515,1.1621418328956814,0.5571006553234242,0.23575259041564697,0.16015911468841995,0.14614172269265283,0.005283567670718173,0.647174062228909,-31.446737686765537,1
2003.25,2003,Q2,Austria,142348948000,64263376000,112040632000,109245124000,263651984000,0.8317448456561964,3792799.59675146,6155112.28187382,1.183073805570088,0.539912295899886,0.243743191403407,0.4249565290583969,0.4143535062493594,-0.003818112450085106,0.6162031532586122,-16.825515434380357,2
2003.25,2003,Q2,Belgium,184804000000,72380000000,218304000000,206792000000,348656000000,0.8238874815683013,4220400,7754182.24370168,1.1064551911381224,0.5300468083153596,0.20759717314487633,0.6261300536918911,0.5931118351613052,-0.0028726900721211335,0.5442740275324341,-17.611251843169875,3
2003.25,2003,Q2,Canada,736841426475.51,278478000000,479125000000,384307000000,1406543000000,0.7854993380841606,15602600,23844935.42603585,1.1030131417253413,0.5238669748991037,0.19798754819440287,0.340640136846154,0.27322804919579424,-0.0029386153398167957,0.6543360139681403,-21.45006619158394,4
2003.25,2003,Q2,Finland,84020000000,37772000000,57900000000,52288000000,167816000000,0.8833815865663,2368153.73656053,3922061.9072175203,1.1867603284016612,0.5006673976259713,0.22507984935882155,0.3450207369976641,0.31157934881060206,0.020094054875935623,0.6038032526214254,-11.661841343370005,5
2003.25,2003,Q2,France,1017760000000,420636000000,470532000000,457692000000,1886936000000,0.860120594182525,25240450.2785718,45604874.9749932,1.1076351746695074,0.53937176459614955,0.22292012023725236,0.24936298846383767,0.24255830616406704,7.689376745968051e-4,0.5534594775758523,-13.987940581747505,6
2003.25,2003,Q2,Germany,1394788000000,463228000000,732564000000,672176000000,2377210153229.44,0.832076579220661,35496666.6666667,64268930.9511164,1.116280634165613,0.5867331494042209,0.19486203160065793,0.30816122798601203,0.28275834136365646,0.003591982293147354,0.5523145653949936,-16.792342077933895,7
2003.25,2003,Q2,Hungary,11684488000000,4771512000000,10183296000000,11249392000000,20471800000000,0.8222375828742208,3926862.01214012,7950176.117966875,1.1950962551331523,0.5707601676452486,0.23307730634336013,0.4974304164753466,0.549506736095507,0.0018811255513985512,0.49393396496785397,-17.77624171257792,8
2003.25,2003,Q2,Iceland,512937543552,185556000000,265535022620,303405039176,899884360896,0.6759417697942001,157122.351540266,207664.16293628397,1.2150758216020867,0.5700038425395865,0.2061998275147764,0.29507682782220057,0.3371600311776778,-0.05476821906114892,0.7566175565327306,-32.405823020579994,9
2003.25,2003,Q2,Ireland,70194550624,34508949080,130883249664,112769057340,154690433484,0.5784216168736361,1880800,2964410.20215439,1.2651529620387751,0.4537743481807515,0.22308392511919195,0.8460978918747265,0.7289982631774315,0.0033062065656464384,0.6344601022601817,-42.157838312636386,10
2003.25,2003,Q2,Italy,944666000000,338408800000,352812000000,375844400000,1584789600000,1.0110416578946362,22247490,44251302.1805185,1.0475569049894984,0.5960829122048756,0.21353547499302117,0.22262387385681986,0.23715728573685743,-0.006876082435063785,0.5027533406642751,1.104165789463618,11
2003.25,2003,Q2,Japan,272036018875364,122602961772389,50053308088781.2,60428662983170.6,469895064232122,0.90156872090191,63216666.6666667,99363016.74409425,1.0980980959292943,0.5789292963098284,0.2609156194750425,0.10652018269350351,0.12860033565562126,0.006083398934532006,0.6362192769315657,-9.843127909809002,12
2003.25,2003,Q2,Korea,520982000000000,318702400000000,297472800000000,322148800000000,935166000000000,0.6230162785575609,22115966.6666666,37103441.60047606,1.373739010479946,0.5571010922125056,0.34079767656223603,0.31809625243004985,0.344483011572277,0.00489597280153674,0.5960624058761935,-37.698372144243905,13
2003.25,2003,Q2,Luxembourg,11679356000,5998580000,46899948000,37512228000,33176612000,0.7067901131993745,194775.416475091,336813.028823168,1.2458945299677617,0.3520358257196365,0.18080749173544303,1.4136448893575992,1.130682903968615,0.023898583248712586,0.5782894359984841,-29.320988680062555,14
2003.25,2003,Q2,Netherlands,302776000000,118748000000,344260000000,311256000000,595320000000,0.85103828042577645,7783361.42044884,12178046.22302755,1.1042601183668725,0.508593697507223,0.19946919303903782,0.5782772290532823,0.5228381374722838,-1.9466340740830311e-4,0.6391305532845842,-14.896171957422355,15
2003.25,2003,Q2,New Zealand,92996253733.8295,36802228168.4553,48111282277.5098,42629857624.2995,166482240045.099,0.713517868490216,1942000,2899942.1796353003,1.1296295173559585,0.5585956418452647,0.22105798287244216,0.2889874755678249,0.256062494190079,-0.007113727342091491,0.6696685243028632,-28.648213150978396,16
2003.25,2003,Q2,Norway,942225998523.002,480130883317.452,1054179876762.77,605993190695.18,2507012778261.64,0.8038710490068409,2255507.36838131,3287142.5816757446,1.1353579112907977,0.3758361372120091,0.19151513206501256,0.4204924226567912,0.24171922694202422,-8.406654660373293e-4,0.6861604911678276,-19.612895099315907,17
2003.25,2003,Q2,Portugal,108716816000,39719580000,44859844000,57172540000,168462732000,0.9708414913105218,5092400.43718352,8019111.583807765,1.119234933304177,0.645346390322104,0.23577665830564828,0.2662894247731896,0.33937796995955166,-0.005200686630194087,0.6350329938625774,-2.9158508689478224,18
2003.25,2003,Q2,Slovak Republic,29068032144,11788329892,26468978052,29309459712,47569771720,0.6063174469340281,2175691.21482842,4138980.50676993,1.332850760696479,0.6110609972042136,0.2478113614121838,0.5564243235767203,0.6161362279499288,0.0023523557224005716,0.5256587247197099,-39.36825530659719,19
2003.25,2003,Q2,Spain,552496000000,257000000000,237564000000,252360000000,954108000000,0.8679137496907157,17388112.180371,32658303.66031155,0.9764875051761899,0.5790707131687398,0.26936153978375615,0.24899068030034335,0.2644983586763763,-0.0049248482006864405,0.5324254548316342,-13.208625030928435,20
2003.25,2003,Q2,Sweden,1489228000000,707916000000,1255380000000,1075536000000,3365988000000,0.7555745709416567,4358333.33333333,6527144.5515506845,1.1756397629432878,0.4424341382084547,0.21031447527442165,0.3729603314093811,0.3195305509110549,-0.004168731975227473,0.667724346980779,-24.44254290583433,21
2003.25,2003,Q2,Switzerland,291554767159.702,117353259733.313,265095966329.85,232222683156.341,512354229220.204,0.7644683258494752,3962658.1761739,5534150.2079902,1.0596453835319488,0.5690492056705462,0.22904711826410223,0.5174075887561665,0.4532463477656478,0.007852854690209066,0.7160373367626737,-23.553167415052478,22
2003.25,2003,Q2,United Kingdom,1081708000000,268100000000,380292000000,404664000000,1611940000000,0.8222186856661341,28226000,43944856.3007409,1.1701495377866293,0.6710597168629105,0.16632132709654204,0.23592193257813565,0.25104160204474113,0.004912215551852617,0.6423049789225074,-17.77813143338659,23
2003.25,2003,Q2,United States,9318994000000,2845772000000,1272771000000,2014711000000,13751543000000,0.7825412722864087,137655666.666667,210380487.6976235,1.1738303750703836,0.6776689714019729,0.20694201370711635,0.0925547773075356,0.14650799550275923,0.007029395375887042,0.6543176516660485,-21.74587277135913,24
2003.5,2003,Q3,Australia,646869957615.789,274741871438.389,185730198967.134,172836129902.313,1163976064217.67,0.696100720608346,9387412.81701151,14519921.044823624,1.177517008812743,0.5557416320674621,0.2360373893281458,0.15956530780722433,0.1484877010924442,0.013143281384002229,0.6465195497986634,-30.389927939165396,1
2003.5,2003,Q3,Austria,143294068000,64750304000,114785756000,111473600000,264310584000,0.833822535901642,3800276.44118434,6163675.950695385,1.183695661991335,0.5421427542984809,0.24497809743403995,0.43428361536971216,0.42175231242347827,5.25489655059357e-4,0.6165600644134436,-16.6177464098358,2
